,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
0,A.ansari,Peoples Democratic Party,2,10th Pass,41,"Rs 34,00,000 ~ 34 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
1,A.m.ariff,CPI(M),2,Graduate Professional,51,"Rs 97,06,421 ~ 97 Lacs+","Rs 6,75,000 ~ 6 Lacs+",ALAPPUZHA,Kerala2016,0
2,A.muhammed Kunju,SUCI(C),0,Literate,67,"Rs 2,01,097 ~ 2 Lacs+","Rs 12,122 ~ 12 Thou+",ALAPPUZHA,Kerala2016,2
3,Adv.jacob Ebraham,Kerala Congress (M),0,Graduate Professional,59,"Rs 88,61,749 ~ 88 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
4,Adv.liju M,INC,5,Graduate Professional,36,"Rs 35,38,410 ~ 35 Lacs+","Rs 26,33,307 ~ 26 Lacs+",ALAPPUZHA,Kerala2016,0
5,Adv.u.prathibha Hari,CPI(M),3,Graduate,38,"Rs 15,50,695 ~ 15 Lacs+","Rs 5,31,611 ~ 5 Lacs+",ALAPPUZHA,Kerala2016,7
6,Ajeeshkumar,IND,0,12th Pass,31,"Rs 3,11,022 ~ 3 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
7,Ajith P,IND,0,10th Pass,34,"Rs 7,63,000 ~ 7 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
8,Alex,BSP,0,10th Pass,49,"Rs 82,300 ~ 82 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
9,Aniyappan,Bharath Dharma Jana Sena,0,Post Graduate,45,"Rs 2,00,72,489 ~ 2 Crore+","Rs 29,20,652 ~ 29 Lacs+",ALAPPUZHA,Kerala2016,0
10,Asha.t,SUCI(C),0,10th Pass,39,"Rs 6,19,000 ~ 6 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
11,Balakrishnan,BSP,0,10th Pass,55,"Rs 4,38,108 ~ 4 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
12,C.p.thilakan,BSP,0,10th Pass,56,"Rs 3,11,000 ~ 3 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
13,C.r.jayaprakash,INC,0,Graduate Professional,68,"Rs 5,74,56,633 ~ 5 Crore+","Rs 5,00,000 ~ 5 Lacs+",ALAPPUZHA,Kerala2016,0
14,D.aswanidev,BJP,1,Post Graduate,50,"Rs 2,36,174 ~ 2 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
15,Faizal,Peoples Democratic Party,0,5th Pass,46,"Rs 4,94,500 ~ 4 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
16,G.sudhakaran,CPI(M),1,Post Graduate,68,"Rs 54,29,533 ~ 54 Lacs+","Rs 70,442 ~ 70 Thou+",ALAPPUZHA,Kerala2016,0
17,Jacob Abraham,IND,0,10th Pass,55,"Rs 6,55,900 ~ 6 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
18,Jayachandran,BJP,1,10th Pass,43,"Rs 59,96,661 ~ 59 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
19,Jose Koyippally,IND,0,Graduate,56,"Rs 88,69,942 ~ 88 Lacs+","Rs 27,43,274 ~ 27 Lacs+",ALAPPUZHA,Kerala2016,7
20,Joseph Kuttikkadan,IND,0,10th Pass,51,"Rs 16,15,000 ~ 16 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
21,K.a.vinod,SUCI(C),0,Graduate,40,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,7
22,K.prathapan,SUCI(C),0,12th Pass,43,"Rs 1,10,000 ~ 1 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
23,K.v.joseph,IND,0,Graduate,43,"Rs 1,30,000 ~ 1 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,7
24,Liju,IND,0,12th Pass,33,"Rs 9,45,555 ~ 9 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
25,Liyakathali,SDPI,0,10th Pass,45,"Rs 57,10,000 ~ 57 Lacs+","Rs 2,60,000 ~ 2 Lacs+",ALAPPUZHA,Kerala2016,0
26,Mohan Chacko,Welfare Party Of India,1,10th Pass,63,"Rs 36,125 ~ 36 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
27,Mohanan,IND,0,Illiterate,67,"Rs 31,01,388 ~ 31 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,1
28,Mujeeb Koya,Peoples Democratic Party,0,10th Pass,41,"Rs 10,500 ~ 10 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
29,Nandanan Valiyaparambu,SUCI(C),0,10th Pass,63,"Rs 8,69,483 ~ 8 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
30,Nasaruddeen,Welfare Party Of India,2,10th Pass,52,"Rs 87,44,770 ~ 87 Lacs+","Rs 26,81,292 ~ 26 Lacs+",ALAPPUZHA,Kerala2016,0
31,P Maniyappan Achari,IND,0,Graduate,70,"Rs 6,48,045 ~ 6 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,7
32,P.g.sugunan,IND,0,8th Pass,61,"Rs 16,00,000 ~ 16 Lacs+","Rs 6,00,000 ~ 6 Lacs+",ALAPPUZHA,Kerala2016,0
33,P.m.velayudhan,BJP,2,10th Pass,63,"Rs 1,51,75,000 ~ 1 Crore+","Rs 40,00,000 ~ 40 Lacs+",ALAPPUZHA,Kerala2016,0
34,P.prasad,CPI,2,Graduate,47,"Rs 75,761 ~ 75 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,7
35,P.s.rajeev,Bharath Dharma Jana Sena,0,Graduate,58,"Rs 43,06,032 ~ 43 Lacs+","Rs 5,68,168 ~ 5 Lacs+",ALAPPUZHA,Kerala2016,7
36,Pradeepkumar,IND,0,12th Pass,34,"Rs 1,84,500 ~ 1 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
37,Prasad,IND,0,10th Pass,49,"Rs 11,11,100 ~ 11 Lacs+","Rs 2,00,000 ~ 2 Lacs+",ALAPPUZHA,Kerala2016,0
38,Prasanth,IND,1,Graduate Professional,30,"Rs 16,160 ~ 16 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
39,Premji.k.p,IND,0,Graduate,36,"Rs 40,000 ~ 40 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,7
40,Presool.d.prekash,IND,0,12th Pass,31,"Rs 3,00,559 ~ 3 Lacs+","Rs 2,95,000 ~ 2 Lacs+",ALAPPUZHA,Kerala2016,0
41,R.arjunan,SUCI(C),0,Others,52,"Rs 12,51,000 ~ 12 Lacs+","Rs 40,000 ~ 40 Thou+",ALAPPUZHA,Kerala2016,0
42,R.rajesh,CPI(M),1,Graduate,35,"Rs 14,58,891 ~ 14 Lacs+","Rs 14,34,498 ~ 14 Lacs+",ALAPPUZHA,Kerala2016,7
43,Rajasekharan,IND,0,10th Pass,37,"Rs 25,600 ~ 25 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
44,Ramachandran Nair,CPI(M),2,Post Graduate,63,"Rs 76,74,425 ~ 76 Lacs+","Rs 2,56,394 ~ 2 Lacs+",ALAPPUZHA,Kerala2016,0
45,Ramesh Chennithala,INC,0,Graduate,59,"Rs 3,53,20,475 ~ 3 Crore+","Rs 12,288 ~ 12 Thou+",ALAPPUZHA,Kerala2016,7
46,Ranjith Sreenivas,BJP,0,Graduate Professional,40,"Rs 15,86,808 ~ 15 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
47,S.sarath,INC,0,Post Graduate,32,"Rs 8,89,899 ~ 8 Lacs+","Rs 5,58,304 ~ 5 Lacs+",ALAPPUZHA,Kerala2016,0
48,Sanil.p.m,BSP,0,10th Pass,45,"Rs 1,87,928 ~ 1 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
49,Sarath,IND,0,8th Pass,30,"Rs 13,04,000 ~ 13 Lacs+","Rs 80,000 ~ 80 Thou+",ALAPPUZHA,Kerala2016,0
50,Sasi,IND,0,8th Pass,58,Nil,Rs 0 ~,ALAPPUZHA,Kerala2016,0
51,Satheeshkumar,IND,0,10th Pass,41,Rs 151 ~ 1 Hund+,Rs 0 ~,ALAPPUZHA,Kerala2016,0
52,Shaik.p.hariz,JD(U),0,Graduate Professional,50,"Rs 3,17,25,570 ~ 3 Crore+","Rs 3,80,000 ~ 3 Lacs+",ALAPPUZHA,Kerala2016,0
53,Shaji.m.panicker,Bharath Dharma Jana Sena,0,Others,57,"Rs 9,63,53,539 ~ 9 Crore+","Rs 8,80,388 ~ 8 Lacs+",ALAPPUZHA,Kerala2016,0
54,Shan.k.s,SDPI,3,Graduate Professional,34,"Rs 26,94,782 ~ 26 Lacs+","Rs 2,82,741 ~ 2 Lacs+",ALAPPUZHA,Kerala2016,0
55,Sidharthan,IND,0,5th Pass,50,"Rs 4,39,848 ~ 4 Lacs+","Rs 7,000 ~ 7 Thou+",ALAPPUZHA,Kerala2016,0
56,Sobhana George,IND,0,Post Graduate,57,"Rs 1,51,19,466 ~ 1 Crore+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
57,Sreedharan Pillai,BJP,0,Graduate Professional,62,"Rs 3,18,71,479 ~ 3 Crore+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
58,Subhash,Bharath Dharma Jana Sena,2,Graduate,52,"Rs 8,82,45,775 ~ 8 Crore+","Rs 31,07,466 ~ 31 Lacs+",ALAPPUZHA,Kerala2016,7
59,Sulaiman Kunju,SDPI,0,10th Pass,55,"Rs 12,54,733 ~ 12 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
60,Suresh.k,BSP,0,10th Pass,45,"Rs 65,000 ~ 65 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
61,Thilothaman,CPI,1,Graduate,58,"Rs 51,33,330 ~ 51 Lacs+","Rs 9,24,803 ~ 9 Lacs+",ALAPPUZHA,Kerala2016,7
62,Thomas Isaac.t.m,CPI(M),7,Doctorate,63,"Rs 18,67,908 ~ 18 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,10
63,Varkala Raj,Peoples Democratic Party,1,10th Pass,54,"Rs 41,000 ~ 41 Thou+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
64,Vayalar Rajeevan,IND,0,12th Pass,43,"Rs 51,912 ~ 51 Thou+","Rs 31,241 ~ 31 Thou+",ALAPPUZHA,Kerala2016,0
65,Veena.g,IND,0,Post Graduate,31,"Rs 4,01,500 ~ 4 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,0
66,Vishnunath,INC,3,Graduate,38,"Rs 40,91,086 ~ 40 Lacs+",Rs 0 ~,ALAPPUZHA,Kerala2016,7
0,A M Yousaf,CPI(M),1,5th Pass,64,"Rs 1,06,89,375 ~ 1 Crore+","Rs 5,59,470 ~ 5 Lacs+",ERNAKULAM,Kerala2016,0
1,Abdul Samad,IND,0,5th Pass,54,"Rs 8,88,576 ~ 8 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
2,Adv. P J Thomas,BJP,2,Post Graduate,56,"Rs 44,78,000 ~ 44 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
3,Ajmal Ismail,SDPI,3,Graduate Professional,32,"Rs 12,28,038 ~ 12 Lacs+","Rs 3,45,000 ~ 3 Lacs+",ERNAKULAM,Kerala2016,0
4,Aliyar,Peoples Democratic Party,0,12th Pass,41,"Rs 23,500 ~ 23 Thou+",Rs 0 ~,ERNAKULAM,Kerala2016,0
5,Anas N A,SDPI,2,Post Graduate,35,"Rs 7,03,836 ~ 7 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
6,Anilkumar,IND,1,10th Pass,45,"Rs 2,70,180 ~ 2 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
7,Anilkumar Puliyoth,IND,0,8th Pass,48,"Rs 3,47,100 ~ 3 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
8,Anoop,IND,0,10th Pass,35,"Rs 1,15,630 ~ 1 Lacs+","Rs 35,000 ~ 35 Thou+",ERNAKULAM,Kerala2016,0
9,Anoop Jacob,Kerala Congress (Jacob),2,Graduate Professional,38,"Rs 9,75,00,435 ~ 9 Crore+",Rs 0 ~,ERNAKULAM,Kerala2016,0
10,Anto Johny,IND,2,Graduate Professional,25,"Rs 3,08,230 ~ 3 Lacs+","Rs 2,00,000 ~ 2 Lacs+",ERNAKULAM,Kerala2016,0
11,Antony,Peoples Democratic Party,0,5th Pass,66,"Rs 35,68,921 ~ 35 Lacs+","Rs 5,00,000 ~ 5 Lacs+",ERNAKULAM,Kerala2016,0
12,Antony Johny,CPI(M),24,Graduate,33,"Rs 3,81,300 ~ 3 Lacs+","Rs 12,80,000 ~ 12 Lacs+",ERNAKULAM,Kerala2016,7
13,Anvar Sadath,INC,7,10th Pass,41,"Rs 31,87,962 ~ 31 Lacs+","Rs 3,54,714 ~ 3 Lacs+",ERNAKULAM,Kerala2016,0
14,Ayyappan,IND,0,12th Pass,41,"Rs 21,38,500 ~ 21 Lacs+","Rs 25,000 ~ 25 Thou+",ERNAKULAM,Kerala2016,0
15,Benny Moonjely,JD(S),2,10th Pass,52,"Rs 16,92,68,985 ~ 16 Crore+","Rs 1,24,57,701 ~ 1 Crore+",ERNAKULAM,Kerala2016,0
16,Biju E S,BJP,0,5th Pass,45,"Rs 8,50,497 ~ 8 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
17,Brahmakumar,SUCI(C),0,Graduate,39,"Rs 3,46,200 ~ 3 Lacs+","Rs 2,00,000 ~ 2 Lacs+",ERNAKULAM,Kerala2016,7
18,C.p. Sathyan,Bharath Dharma Jana Sena,1,12th Pass,60,"Rs 83,30,944 ~ 83 Lacs+","Rs 9,25,025 ~ 9 Lacs+",ERNAKULAM,Kerala2016,0
19,Dominic Presentation,INC,2,Graduate,67,"Rs 1,34,08,423 ~ 1 Crore+","Rs 14,000 ~ 14 Thou+",ERNAKULAM,Kerala2016,7
20,Eldho Abraham,CPI,7,12th Pass,40,"Rs 63,896 ~ 63 Thou+","Rs 55,393 ~ 55 Thou+",ERNAKULAM,Kerala2016,0
21,Eldose P Kunnappally,INC,2,Post Graduate,37,"Rs 1,09,39,500 ~ 1 Crore+","Rs 14,05,000 ~ 14 Lacs+",ERNAKULAM,Kerala2016,0
22,Faizal,SDPI,2,10th Pass,38,"Rs 3,18,500 ~ 3 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
23,Gireesh,Peoples Green Party,0,Graduate,39,"Rs 75,25,000 ~ 75 Lacs+","Rs 21,00,000 ~ 21 Lacs+",ERNAKULAM,Kerala2016,7
24,Gireesh Babu,IND,0,10th Pass,42,"Rs 43,900 ~ 43 Thou+",Rs 0 ~,ERNAKULAM,Kerala2016,0
25,Hari Vijayan,Bharath Dharma Jana Sena,4,10th Pass,54,"Rs 1,45,98,623 ~ 1 Crore+","Rs 1,02,84,888 ~ 1 Crore+",ERNAKULAM,Kerala2016,0
26,Hibi Eden,INC,0,Graduate,33,"Rs 44,82,312 ~ 44 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,7
27,Iqbal,BSP,0,5th Pass,53,"Rs 49,08,000 ~ 49 Lacs+","Rs 10,00,000 ~ 10 Lacs+",ERNAKULAM,Kerala2016,0
28,Jayanthi Avinash,BSP,0,10th Pass,39,"Rs 2,44,000 ~ 2 Lacs+","Rs 18,000 ~ 18 Thou+",ERNAKULAM,Kerala2016,0
29,Jayarak K S,IND,0,Graduate,28,"Rs 4,66,000 ~ 4 Lacs+","Rs 1,70,000 ~ 1 Lacs+",ERNAKULAM,Kerala2016,7
30,John Peruvanthanam,IND,1,8th Pass,56,"Rs 26,36,000 ~ 26 Lacs+","Rs 5,00,000 ~ 5 Lacs+",ERNAKULAM,Kerala2016,0
31,Johny Stephen,IND,0,8th Pass,32,"Rs 5,53,109 ~ 5 Lacs+","Rs 86,000 ~ 86 Thou+",ERNAKULAM,Kerala2016,0
32,Jose Maveli,IND,3,10th Pass,65,"Rs 4,14,90,481 ~ 4 Crore+",Rs 0 ~,ERNAKULAM,Kerala2016,0
33,Jose Thomas,Marxist Communist Party of India (United),0,Graduate,60,"Rs 89,76,674 ~ 89 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,7
34,Joseph Vazhackan,INC,0,Graduate,59,"Rs 2,13,80,984 ~ 2 Crore+","Rs 46,00,000 ~ 46 Lacs+",ERNAKULAM,Kerala2016,7
35,Jossey Mathew,IND,13,10th Pass,41,"Rs 1,31,34,341 ~ 1 Crore+","Rs 18,00,000 ~ 18 Lacs+",ERNAKULAM,Kerala2016,0
36,Justin T D,IND,1,10th Pass,28,"Rs 36,193 ~ 36 Thou+","Rs 1,00,000 ~ 1 Lacs+",ERNAKULAM,Kerala2016,0
37,Jyothivas Paravur,Welfare Party Of India,1,10th Pass,43,"Rs 22,47,341 ~ 22 Lacs+","Rs 4,55,200 ~ 4 Lacs+",ERNAKULAM,Kerala2016,0
38,K Babu,INC,6,Graduate,65,"Rs 1,90,77,025 ~ 1 Crore+",Rs 0 ~,ERNAKULAM,Kerala2016,7
39,K D Viswanathan,Peoples Democratic Party,0,10th Pass,59,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,ERNAKULAM,Kerala2016,0
40,K J Leenus,IND,0,Graduate,63,"Rs 97,38,600 ~ 97 Lacs+","Rs 20,00,000 ~ 20 Lacs+",ERNAKULAM,Kerala2016,7
41,K J Maxi,CPI(M),4,8th Pass,53,"Rs 93,95,514 ~ 93 Lacs+","Rs 48,90,554 ~ 48 Lacs+",ERNAKULAM,Kerala2016,0
42,K K Vamalochanan,Bharath Dharma Jana Sena,0,12th Pass,67,"Rs 53,32,212 ~ 53 Lacs+","Rs 1,75,500 ~ 1 Lacs+",ERNAKULAM,Kerala2016,0
43,K R Subhash,INC,0,12th Pass,57,"Rs 71,12,315 ~ 71 Lacs+","Rs 8,75,534 ~ 8 Lacs+",ERNAKULAM,Kerala2016,0
44,K S Sadasivan,IND,0,8th Pass,41,"Rs 8,24,453 ~ 8 Lacs+","Rs 15,000 ~ 15 Thou+",ERNAKULAM,Kerala2016,0
45,K S Subhash,IND,0,Graduate,31,"Rs 2,11,400 ~ 2 Lacs+","Rs 18,000 ~ 18 Thou+",ERNAKULAM,Kerala2016,7
46,Kamarudheen,BSP,0,10th Pass,38,"Rs 14,38,000 ~ 14 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
47,Khalid Mundappilly,IND,0,8th Pass,68,"Rs 25,89,816 ~ 25 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
48,Kuruvilla,Kerala Congress (M),1,Others,79,"Rs 17,42,87,488 ~ 17 Crore+","Rs 1,38,69,690 ~ 1 Crore+",ERNAKULAM,Kerala2016,0
49,Kuttappan N O,SP,0,10th Pass,59,"Rs 1,43,750 ~ 1 Lacs+","Rs 3,00,000 ~ 3 Lacs+",ERNAKULAM,Kerala2016,0
50,Lal V,IND,0,Others,49,Nil,Rs 0 ~,ERNAKULAM,Kerala2016,0
51,Latha,BJP,0,10th Pass,50,"Rs 42,54,445 ~ 42 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
52,M Anil Kumar,CPI(M),9,Post Graduate,41,"Rs 2,44,67,351 ~ 2 Crore+",Rs 0 ~,ERNAKULAM,Kerala2016,0
53,M J Jacob,CPI(M),0,Post Graduate,74,"Rs 2,02,95,061 ~ 2 Crore+","Rs 28,39,389 ~ 28 Lacs+",ERNAKULAM,Kerala2016,0
54,M K Kanjanavally,SUCI(C),0,10th Pass,54,"Rs 59,75,028 ~ 59 Lacs+","Rs 3,68,804 ~ 3 Lacs+",ERNAKULAM,Kerala2016,0
55,M M Yoosaf,IND,1,10th Pass,40,"Rs 60,00,000 ~ 60 Lacs+","Rs 7,500 ~ 7 Thou+",ERNAKULAM,Kerala2016,0
56,M Swaraj,CPI(M),20,Post Graduate,36,"Rs 38,89,817 ~ 38 Lacs+","Rs 4,56,946 ~ 4 Lacs+",ERNAKULAM,Kerala2016,0
57,Manjuladevi,CPI(ML) Red Star,0,12th Pass,29,"Rs 3,06,900 ~ 3 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
58,Manoj,CPI(ML)(L),0,Graduate,29,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,ERNAKULAM,Kerala2016,7
59,Mohanan,IND,0,10th Pass,53,"Rs 1,18,275 ~ 1 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
60,Mohandas,BJP,1,10th Pass,65,"Rs 62,46,890 ~ 62 Lacs+","Rs 6,41,879 ~ 6 Lacs+",ERNAKULAM,Kerala2016,0
61,Muhammed,Welfare Party Of India,0,10th Pass,51,"Rs 24,77,000 ~ 24 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
62,Nasar,Peoples Democratic Party,0,10th Pass,49,"Rs 8,00,000 ~ 8 Lacs+","Rs 12,50,000 ~ 12 Lacs+",ERNAKULAM,Kerala2016,0
63,Orna Krishnankutty,Peoples Democratic Party,0,Graduate,56,"Rs 11,47,000 ~ 11 Lacs+","Rs 25,000 ~ 25 Thou+",ERNAKULAM,Kerala2016,7
64,P A Shibu,BSP,0,Graduate Professional,40,"Rs 7,63,304 ~ 7 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
65,P C Cyriac,IND,0,Graduate Professional,73,"Rs 3,57,17,000 ~ 3 Crore+","Rs 9,48,000 ~ 9 Lacs+",ERNAKULAM,Kerala2016,0
66,P H Ramachandran,IND,0,Others,45,"Rs 84,61,641 ~ 84 Lacs+","Rs 10,86,500 ~ 10 Lacs+",ERNAKULAM,Kerala2016,0
67,P J Babu,Kerala Congress,1,Others,50,"Rs 69,20,000 ~ 69 Lacs+","Rs 12,50,000 ~ 12 Lacs+",ERNAKULAM,Kerala2016,0
68,P K Aboobackar Thangal (khamarudheen Thangal),Peoples Democratic Party,0,8th Pass,43,"Rs 20,500 ~ 20 Thou+",Rs 0 ~,ERNAKULAM,Kerala2016,0
69,P K Sivan,IND,0,5th Pass,44,"Rs 2,24,000 ~ 2 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
70,P K Yousef,IND,0,5th Pass,50,"Rs 6,34,079 ~ 6 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
71,P T Thomas,INC,0,Post Graduate,65,"Rs 98,31,404 ~ 98 Lacs+","Rs 37,33,944 ~ 37 Lacs+",ERNAKULAM,Kerala2016,0
72,Padmini D,Peoples Democratic Party,0,8th Pass,44,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,ERNAKULAM,Kerala2016,0
73,Pradeep,IND,2,10th Pass,38,"Rs 20,10,000 ~ 20 Lacs+","Rs 4,05,000 ~ 4 Lacs+",ERNAKULAM,Kerala2016,0
74,Praveen Damodara Prabhu,BJP,0,12th Pass,47,"Rs 27,04,185 ~ 27 Lacs+","Rs 42,19,432 ~ 42 Lacs+",ERNAKULAM,Kerala2016,0
75,Prema P G,Welfare Party Of India,0,Graduate,48,"Rs 4,05,500 ~ 4 Lacs+","Rs 1,50,000 ~ 1 Lacs+",ERNAKULAM,Kerala2016,7
76,Rahul R,IND,0,12th Pass,26,"Rs 54,443 ~ 54 Thou+","Rs 60,000 ~ 60 Thou+",ERNAKULAM,Kerala2016,0
77,Rajan,IND,0,8th Pass,45,"Rs 8,000 ~ 8 Thou+","Rs 50,000 ~ 50 Thou+",ERNAKULAM,Kerala2016,0
78,Rajeev,Ambedkarite Party of India,0,10th Pass,47,"Rs 5,37,000 ~ 5 Lacs+","Rs 2,28,000 ~ 2 Lacs+",ERNAKULAM,Kerala2016,0
79,Rejimon P O,IND,1,8th Pass,32,"Rs 1,100 ~ 1 Thou+",Rs 0 ~,ERNAKULAM,Kerala2016,0
80,Roji M John,INC,0,Post Graduate,34,"Rs 1,32,14,613 ~ 1 Crore+","Rs 16,81,547 ~ 16 Lacs+",ERNAKULAM,Kerala2016,0
81,Rubesh Jimmy,SP,0,Graduate Professional,31,"Rs 30,19,926 ~ 30 Lacs+","Rs 1,39,383 ~ 1 Lacs+",ERNAKULAM,Kerala2016,0
82,S D Satheeshkumar,IND,0,Others,48,Nil,Rs 0 ~,ERNAKULAM,Kerala2016,0
83,S Saji,BJP,0,Post Graduate,45,"Rs 1,26,82,461 ~ 1 Crore+","Rs 21,30,572 ~ 21 Lacs+",ERNAKULAM,Kerala2016,0
84,S Sarma,CPI(M),1,10th Pass,62,"Rs 1,51,80,872 ~ 1 Crore+","Rs 20,66,508 ~ 20 Lacs+",ERNAKULAM,Kerala2016,0
85,Sajeendran,IND,0,10th Pass,50,"Rs 10,86,483 ~ 10 Lacs+","Rs 1,10,000 ~ 1 Lacs+",ERNAKULAM,Kerala2016,0
86,Saju,IND,1,10th Pass,46,"Rs 42,15,689 ~ 42 Lacs+","Rs 1,88,000 ~ 1 Lacs+",ERNAKULAM,Kerala2016,0
87,Saju Paul,CPI(M),0,12th Pass,49,"Rs 5,28,93,143 ~ 5 Crore+","Rs 48,79,786 ~ 48 Lacs+",ERNAKULAM,Kerala2016,0
88,Sarada Mohan,CPI,0,Post Graduate,62,"Rs 2,31,85,083 ~ 2 Crore+","Rs 2,60,000 ~ 2 Lacs+",ERNAKULAM,Kerala2016,0
89,Sathyanesan,IND,0,10th Pass,49,"Rs 3,10,000 ~ 3 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
90,Sebastian Paul,CPI(M),1,Doctorate,69,"Rs 2,10,30,814 ~ 2 Crore+","Rs 27,11,394 ~ 27 Lacs+",ERNAKULAM,Kerala2016,10
91,Shafeer V M,SDPI,4,10th Pass,36,"Rs 16,51,461 ~ 16 Lacs+","Rs 5,05,000 ~ 5 Lacs+",ERNAKULAM,Kerala2016,0
92,Shajahan,SDPI,0,10th Pass,49,"Rs 24,51,115 ~ 24 Lacs+",Rs 0 ~,ERNAKULAM,Kerala2016,0
93,Shajan Thattil,SP,2,Graduate,40,"Rs 1,000 ~ 1 Thou+","Rs 7,00,000 ~ 7 Lacs+",ERNAKULAM,Kerala2016,7
94,Shamsudheen C A,IND,0,8th Pass,58,"Rs 47,36,800 ~ 47 Lacs+","Rs 15,00,000 ~ 15 Lacs+",ERNAKULAM,Kerala2016,0
95,Shiji,CPI(M),0,Graduate Professional,37,"Rs 11,00,000 ~ 11 Lacs+","Rs 3,59,394 ~ 3 Lacs+",ERNAKULAM,Kerala2016,0
96,Shoukkath Ali,SDPI,1,12th Pass,39,"Rs 3,66,21,442 ~ 3 Crore+","Rs 1,02,25,635 ~ 1 Crore+",ERNAKULAM,Kerala2016,0
97,Sijikumar K K,BSP,0,12th Pass,41,"Rs 21,79,000 ~ 21 Lacs+","Rs 1,50,000 ~ 1 Lacs+",ERNAKULAM,Kerala2016,0
98,Silvi,IND,0,Others,40,"Rs 30,34,030 ~ 30 Lacs+","Rs 1,35,000 ~ 1 Lacs+",ERNAKULAM,Kerala2016,0
99,Sonia Jose,IND,0,Graduate,39,"Rs 1,68,07,100 ~ 1 Crore+","Rs 38,66,000 ~ 38 Lacs+",ERNAKULAM,Kerala2016,7
